lcl|PEKT02000007.1_mrna_1	B9J08_002585
lcl|PEKT02000001.1_mrna_2945	B9J08_000234
lcl|PEKT02000001.1_mrna_2946	B9J08_000235
lcl|PEKT02000001.1_mrna_2947	B9J08_000236
lcl|PEKT02000001.1_mrna_2948	B9J08_000237
lcl|PEKT02000001.1_mrna_2949	B9J08_000238
lcl|PEKT02000001.1_mrna_2950	B9J08_000239
lcl|PEKT02000001.1_mrna_2951	B9J08_000240
lcl|PEKT02000001.1_mrna_2952	B9J08_000241
lcl|PEKT02000001.1_mrna_2953	B9J08_000242
lcl|PEKT02000001.1_mrna_2954	B9J08_000243
lcl|PEKT02000001.1_mrna_2955	B9J08_000244
lcl|PEKT02000001.1_mrna_2956	B9J08_000245
lcl|PEKT02000001.1_mrna_2957	B9J08_000246
lcl|PEKT02000001.1_mrna_2958	B9J08_000247
lcl|PEKT02000001.1_mrna_2959	B9J08_000248
lcl|PEKT02000001.1_mrna_2960	B9J08_000249
lcl|PEKT02000001.1_mrna_2961	B9J08_000250
lcl|PEKT02000001.1_mrna_2962	B9J08_000251
lcl|PEKT02000001.1_mrna_2963	B9J08_000252
lcl|PEKT02000001.1_mrna_2964	B9J08_000253
lcl|PEKT02000001.1_mrna_2965	B9J08_000254
lcl|PEKT02000001.1_mrna_2966	B9J08_000255
lcl|PEKT02000001.1_mrna_2967	B9J08_000256
lcl|PEKT02000001.1_mrna_2968	B9J08_000257
lcl|PEKT02000001.1_mrna_2969	B9J08_000258
lcl|PEKT02000001.1_mrna_2970	B9J08_000259
lcl|PEKT02000001.1_mrna_2971	B9J08_000260
lcl|PEKT02000001.1_mrna_2972	B9J08_000261
lcl|PEKT02000001.1_mrna_2973	B9J08_000262
lcl|PEKT02000001.1_mrna_2974	B9J08_000263
lcl|PEKT02000001.1_mrna_2975	B9J08_000264
lcl|PEKT02000001.1_rrna_2976	B9J08_000265
lcl|PEKT02000001.1_mrna_2977	B9J08_000266
lcl|PEKT02000001.1_mrna_2978	B9J08_000267
lcl|PEKT02000001.1_mrna_2979	B9J08_000268
lcl|PEKT02000001.1_mrna_2980	B9J08_000269
lcl|PEKT02000001.1_mrna_2981	B9J08_000270
lcl|PEKT02000001.1_mrna_2982	B9J08_000271
lcl|PEKT02000001.1_mrna_2983	B9J08_000272
lcl|PEKT02000001.1_mrna_2984	B9J08_000273
lcl|PEKT02000001.1_mrna_2985	B9J08_000274
lcl|PEKT02000001.1_mrna_2986	B9J08_000275
lcl|PEKT02000001.1_mrna_2987	B9J08_000276
lcl|PEKT02000001.1_mrna_2988	B9J08_000277
lcl|PEKT02000001.1_mrna_2989	B9J08_000278
lcl|PEKT02000001.1_mrna_2990	B9J08_000279
lcl|PEKT02000001.1_mrna_2991	B9J08_000280
lcl|PEKT02000001.1_mrna_2992	B9J08_000281
lcl|PEKT02000001.1_mrna_2993	B9J08_000282
lcl|PEKT02000001.1_mrna_2994	B9J08_000283
lcl|PEKT02000001.1_mrna_2995	B9J08_000284
lcl|PEKT02000001.1_mrna_2996	B9J08_000285
lcl|PEKT02000001.1_mrna_2997	B9J08_000286
lcl|PEKT02000001.1_mrna_2998	B9J08_000287
lcl|PEKT02000001.1_mrna_2999	B9J08_000288
lcl|PEKT02000001.1_mrna_3000	B9J08_000289
lcl|PEKT02000001.1_mrna_3001	B9J08_000290
lcl|PEKT02000001.1_mrna_3002	B9J08_000291
lcl|PEKT02000001.1_mrna_3003	B9J08_000292
lcl|PEKT02000001.1_mrna_3004	B9J08_000293
lcl|PEKT02000001.1_mrna_3005	B9J08_000294
lcl|PEKT02000001.1_mrna_3006	B9J08_000295
lcl|PEKT02000001.1_mrna_3007	B9J08_000296
lcl|PEKT02000001.1_mrna_3008	B9J08_000297
lcl|PEKT02000001.1_mrna_3009	B9J08_000298
lcl|PEKT02000001.1_mrna_3010	B9J08_000299
lcl|PEKT02000001.1_mrna_3011	B9J08_000300
lcl|PEKT02000001.1_mrna_3012	B9J08_000301
lcl|PEKT02000001.1_mrna_3013	B9J08_000302
lcl|PEKT02000001.1_mrna_3014	B9J08_000303
lcl|PEKT02000001.1_trna_3015	B9J08_000304
lcl|PEKT02000001.1_trna_3016	B9J08_000305
lcl|PEKT02000001.1_mrna_3017	B9J08_000306
lcl|PEKT02000001.1_mrna_3018	B9J08_000307
lcl|PEKT02000001.1_mrna_3019	B9J08_000308
lcl|PEKT02000001.1_mrna_3020	B9J08_000309
lcl|PEKT02000001.1_mrna_3021	B9J08_000310
lcl|PEKT02000001.1_mrna_3022	B9J08_000311
lcl|PEKT02000001.1_mrna_3023	B9J08_000312
lcl|PEKT02000001.1_mrna_3024	B9J08_000313
lcl|PEKT02000001.1_mrna_3025	B9J08_000314
lcl|PEKT02000001.1_mrna_3026	B9J08_000315
lcl|PEKT02000001.1_mrna_3027	B9J08_000316
lcl|PEKT02000001.1_mrna_3028	B9J08_000317
lcl|PEKT02000001.1_trna_3029	B9J08_000318
lcl|PEKT02000001.1_mrna_3030	B9J08_000319
lcl|PEKT02000001.1_mrna_3031	B9J08_000320
lcl|PEKT02000001.1_mrna_3032	B9J08_000321
lcl|PEKT02000001.1_mrna_3033	B9J08_000322
lcl|PEKT02000001.1_mrna_3034	B9J08_000323
lcl|PEKT02000001.1_mrna_3035	B9J08_000324
lcl|PEKT02000001.1_mrna_3036	B9J08_000325
lcl|PEKT02000001.1_mrna_3037	B9J08_000326
lcl|PEKT02000001.1_mrna_3038	B9J08_000327
lcl|PEKT02000001.1_mrna_3039	B9J08_000328
lcl|PEKT02000001.1_mrna_3040	B9J08_000329
lcl|PEKT02000001.1_mrna_3041	B9J08_000330
lcl|PEKT02000001.1_mrna_3042	B9J08_000331
lcl|PEKT02000001.1_mrna_3043	B9J08_000332
lcl|PEKT02000001.1_mrna_3044	B9J08_000333
lcl|PEKT02000001.1_mrna_3045	B9J08_000334
lcl|PEKT02000001.1_mrna_3046	B9J08_000335
lcl|PEKT02000001.1_mrna_3047	B9J08_000336
lcl|PEKT02000001.1_mrna_3048	B9J08_000337
lcl|PEKT02000001.1_mrna_3049	B9J08_000338
lcl|PEKT02000001.1_mrna_3050	B9J08_000339
lcl|PEKT02000001.1_mrna_3051	B9J08_000340
lcl|PEKT02000001.1_mrna_3052	B9J08_000341
lcl|PEKT02000001.1_mrna_3053	B9J08_000342
lcl|PEKT02000001.1_mrna_3054	B9J08_000343
lcl|PEKT02000001.1_mrna_3055	B9J08_000344
lcl|PEKT02000001.1_mrna_3056	B9J08_000345
lcl|PEKT02000001.1_mrna_3057	B9J08_000346
lcl|PEKT02000001.1_mrna_3058	B9J08_000347
lcl|PEKT02000001.1_mrna_3059	B9J08_000348
lcl|PEKT02000001.1_mrna_3060	B9J08_000349
lcl|PEKT02000001.1_mrna_3061	B9J08_000350
lcl|PEKT02000001.1_mrna_3062	B9J08_000351
lcl|PEKT02000001.1_mrna_3063	B9J08_000352
lcl|PEKT02000001.1_mrna_3064	B9J08_000353
lcl|PEKT02000001.1_mrna_3065	B9J08_000354
lcl|PEKT02000001.1_mrna_3066	B9J08_000355
lcl|PEKT02000001.1_mrna_3067	B9J08_000356
lcl|PEKT02000001.1_mrna_3068	B9J08_000357
lcl|PEKT02000001.1_mrna_3069	B9J08_000358
lcl|PEKT02000001.1_mrna_3070	B9J08_000359
lcl|PEKT02000001.1_mrna_3071	B9J08_000360
lcl|PEKT02000001.1_mrna_3072	B9J08_000361
lcl|PEKT02000001.1_mrna_3073	B9J08_000362
lcl|PEKT02000001.1_mrna_3074	B9J08_000363
lcl|PEKT02000001.1_mrna_3075	B9J08_000364
lcl|PEKT02000001.1_mrna_3076	B9J08_000365
lcl|PEKT02000001.1_mrna_3077	B9J08_000366
lcl|PEKT02000001.1_mrna_3078	B9J08_000367
lcl|PEKT02000001.1_mrna_3079	B9J08_000368
lcl|PEKT02000001.1_mrna_3080	B9J08_000369
lcl|PEKT02000001.1_mrna_3081	B9J08_000370
lcl|PEKT02000001.1_mrna_3082	B9J08_000371
lcl|PEKT02000001.1_mrna_3083	B9J08_000372
lcl|PEKT02000001.1_mrna_3084	B9J08_000373
lcl|PEKT02000001.1_mrna_3085	B9J08_000374
lcl|PEKT02000001.1_mrna_3086	B9J08_000375
lcl|PEKT02000001.1_mrna_3087	B9J08_000376
lcl|PEKT02000001.1_mrna_3088	B9J08_000377
lcl|PEKT02000001.1_mrna_3089	B9J08_000378
lcl|PEKT02000001.1_mrna_3090	B9J08_000379
lcl|PEKT02000001.1_mrna_3091	B9J08_000380
lcl|PEKT02000001.1_mrna_3092	B9J08_000381
lcl|PEKT02000001.1_mrna_3093	B9J08_000382
lcl|PEKT02000001.1_mrna_3094	B9J08_000383
lcl|PEKT02000001.1_mrna_3095	B9J08_000384
lcl|PEKT02000001.1_mrna_3096	B9J08_000385
lcl|PEKT02000001.1_trna_3097	B9J08_000386
lcl|PEKT02000001.1_trna_3098	B9J08_000387
lcl|PEKT02000001.1_mrna_3099	B9J08_000388
lcl|PEKT02000001.1_mrna_3100	B9J08_000389
lcl|PEKT02000001.1_mrna_3101	B9J08_000390
lcl|PEKT02000001.1_mrna_3102	B9J08_000391
lcl|PEKT02000001.1_mrna_3103	B9J08_000392
lcl|PEKT02000001.1_mrna_3104	B9J08_000393
lcl|PEKT02000001.1_mrna_3105	B9J08_000394
lcl|PEKT02000001.1_mrna_3106	B9J08_000395
lcl|PEKT02000001.1_mrna_3107	B9J08_000396
lcl|PEKT02000001.1_mrna_3108	B9J08_000397
lcl|PEKT02000001.1_mrna_3109	B9J08_000398
lcl|PEKT02000001.1_mrna_3110	B9J08_000399
lcl|PEKT02000001.1_mrna_3111	B9J08_000400
lcl|PEKT02000001.1_mrna_3112	B9J08_000401
lcl|PEKT02000001.1_mrna_3113	B9J08_000402
lcl|PEKT02000001.1_mrna_3114	B9J08_000403
lcl|PEKT02000001.1_mrna_3115	B9J08_000404
lcl|PEKT02000001.1_mrna_3116	B9J08_000405
lcl|PEKT02000001.1_mrna_3117	B9J08_000406
lcl|PEKT02000001.1_mrna_3118	B9J08_000407
lcl|PEKT02000001.1_mrna_3119	B9J08_000408
lcl|PEKT02000001.1_mrna_3120	B9J08_000409
lcl|PEKT02000001.1_mrna_3121	B9J08_000410
lcl|PEKT02000001.1_mrna_3122	B9J08_000411
lcl|PEKT02000001.1_mrna_3123	B9J08_000412
lcl|PEKT02000001.1_mrna_3124	B9J08_000413
lcl|PEKT02000001.1_mrna_3125	B9J08_000414
lcl|PEKT02000001.1_mrna_3126	B9J08_000415
lcl|PEKT02000001.1_trna_3127	B9J08_000416
lcl|PEKT02000001.1_mrna_3128	B9J08_000417
lcl|PEKT02000001.1_mrna_3129	B9J08_000418
lcl|PEKT02000001.1_mrna_3130	B9J08_000419
lcl|PEKT02000001.1_mrna_3131	B9J08_000420
lcl|PEKT02000001.1_mrna_3132	B9J08_000421
lcl|PEKT02000001.1_mrna_3133	B9J08_000422
lcl|PEKT02000001.1_mrna_3134	B9J08_000423
lcl|PEKT02000001.1_mrna_3135	B9J08_000424
lcl|PEKT02000001.1_mrna_3136	B9J08_000425
lcl|PEKT02000001.1_trna_3137	B9J08_000426
lcl|PEKT02000001.1_mrna_3138	B9J08_000427
lcl|PEKT02000001.1_mrna_3139	B9J08_000428
lcl|PEKT02000001.1_mrna_3140	B9J08_000429
lcl|PEKT02000001.1_mrna_3141	B9J08_000430
lcl|PEKT02000001.1_mrna_3142	B9J08_000431
lcl|PEKT02000001.1_mrna_3143	B9J08_000432
lcl|PEKT02000001.1_mrna_3144	B9J08_000433
lcl|PEKT02000001.1_mrna_3145	B9J08_000434
lcl|PEKT02000001.1_mrna_3146	B9J08_000435
lcl|PEKT02000001.1_mrna_3147	B9J08_000436
lcl|PEKT02000001.1_mrna_3148	B9J08_000437
lcl|PEKT02000001.1_mrna_3149	B9J08_000438
lcl|PEKT02000001.1_mrna_3150	B9J08_000439
lcl|PEKT02000001.1_mrna_3151	B9J08_000440
lcl|PEKT02000001.1_mrna_3152	B9J08_000441
lcl|PEKT02000001.1_mrna_3153	B9J08_000442
lcl|PEKT02000001.1_mrna_3154	B9J08_000443
lcl|PEKT02000001.1_mrna_3155	B9J08_000444
lcl|PEKT02000001.1_mrna_3156	B9J08_000445
lcl|PEKT02000001.1_mrna_3157	B9J08_000446
lcl|PEKT02000001.1_mrna_3158	B9J08_000447
lcl|PEKT02000001.1_mrna_3159	B9J08_000448
lcl|PEKT02000001.1_mrna_3160	B9J08_000449
lcl|PEKT02000001.1_mrna_3161	B9J08_000450
lcl|PEKT02000001.1_mrna_3162	B9J08_000451
lcl|PEKT02000001.1_mrna_3163	B9J08_000452
lcl|PEKT02000001.1_trna_3164	B9J08_000453
lcl|PEKT02000001.1_mrna_3165	B9J08_000454
lcl|PEKT02000001.1_trna_3166	B9J08_000455
lcl|PEKT02000001.1_mrna_3167	B9J08_000456
lcl|PEKT02000001.1_mrna_3168	B9J08_000457
lcl|PEKT02000001.1_mrna_3169	B9J08_000458
lcl|PEKT02000001.1_mrna_3170	B9J08_000459
lcl|PEKT02000001.1_mrna_3171	B9J08_000460
lcl|PEKT02000001.1_mrna_3172	B9J08_000461
lcl|PEKT02000001.1_mrna_3173	B9J08_000462
lcl|PEKT02000001.1_mrna_3174	B9J08_000463
lcl|PEKT02000001.1_mrna_3175	B9J08_000464
lcl|PEKT02000001.1_mrna_3176	B9J08_000465
lcl|PEKT02000001.1_mrna_3177	B9J08_000466
lcl|PEKT02000001.1_mrna_3178	B9J08_000467
lcl|PEKT02000001.1_mrna_3179	B9J08_000468
lcl|PEKT02000001.1_mrna_3180	B9J08_000469
lcl|PEKT02000001.1_trna_3181	B9J08_000470
lcl|PEKT02000001.1_mrna_3182	B9J08_000471
lcl|PEKT02000001.1_mrna_3183	B9J08_000472
lcl|PEKT02000001.1_mrna_3184	B9J08_000473
lcl|PEKT02000001.1_mrna_3185	B9J08_000474
lcl|PEKT02000001.1_mrna_3186	B9J08_000475
lcl|PEKT02000001.1_mrna_3187	B9J08_000476
lcl|PEKT02000001.1_trna_3188	B9J08_000477
lcl|PEKT02000001.1_mrna_3189	B9J08_000478
lcl|PEKT02000001.1_mrna_3190	B9J08_000479
lcl|PEKT02000001.1_mrna_3191	B9J08_000480
lcl|PEKT02000001.1_mrna_3192	B9J08_000481
lcl|PEKT02000001.1_mrna_3193	B9J08_000482
lcl|PEKT02000001.1_mrna_3194	B9J08_000483
lcl|PEKT02000001.1_mrna_3195	B9J08_000484
lcl|PEKT02000001.1_mrna_3196	B9J08_000485
lcl|PEKT02000001.1_mrna_3197	B9J08_000486
lcl|PEKT02000001.1_mrna_3198	B9J08_000487
lcl|PEKT02000001.1_mrna_3199	B9J08_000488
lcl|PEKT02000001.1_mrna_3200	B9J08_000489
lcl|PEKT02000001.1_mrna_3201	B9J08_000490
lcl|PEKT02000001.1_mrna_3202	B9J08_000491
lcl|PEKT02000001.1_mrna_3203	B9J08_000492
lcl|PEKT02000001.1_mrna_3204	B9J08_000493
lcl|PEKT02000001.1_mrna_3205	B9J08_000494
lcl|PEKT02000001.1_mrna_3206	B9J08_000495
lcl|PEKT02000001.1_mrna_3207	B9J08_000496
lcl|PEKT02000001.1_mrna_3208	B9J08_000497
lcl|PEKT02000001.1_mrna_3209	B9J08_000498
lcl|PEKT02000001.1_mrna_3210	B9J08_000499
lcl|PEKT02000001.1_mrna_3211	B9J08_000500
lcl|PEKT02000001.1_mrna_3212	B9J08_000501
lcl|PEKT02000001.1_mrna_3213	B9J08_000502
lcl|PEKT02000001.1_mrna_3214	B9J08_000503
lcl|PEKT02000001.1_mrna_3215	B9J08_000504
lcl|PEKT02000003.1_mrna_3216	B9J08_001062
lcl|PEKT02000003.1_mrna_3217	B9J08_001063
lcl|PEKT02000003.1_mrna_3218	B9J08_001064
lcl|PEKT02000003.1_mrna_3219	B9J08_001065
lcl|PEKT02000003.1_mrna_3220	B9J08_001066
lcl|PEKT02000003.1_mrna_3221	B9J08_001067
lcl|PEKT02000003.1_mrna_3222	B9J08_001068
lcl|PEKT02000003.1_mrna_3223	B9J08_001069
lcl|PEKT02000003.1_mrna_3224	B9J08_001070
lcl|PEKT02000003.1_mrna_3225	B9J08_001071
lcl|PEKT02000003.1_mrna_3226	B9J08_001072
lcl|PEKT02000003.1_mrna_3227	B9J08_001073
lcl|PEKT02000003.1_mrna_3228	B9J08_001074
lcl|PEKT02000003.1_mrna_3229	B9J08_001075
lcl|PEKT02000003.1_mrna_3230	B9J08_001076
lcl|PEKT02000003.1_mrna_3231	B9J08_001077
lcl|PEKT02000003.1_mrna_3232	B9J08_001078
lcl|PEKT02000003.1_mrna_3233	B9J08_001079
lcl|PEKT02000003.1_mrna_3234	B9J08_001080
lcl|PEKT02000003.1_mrna_3235	B9J08_001081
lcl|PEKT02000003.1_mrna_3236	B9J08_001082
lcl|PEKT02000003.1_mrna_3237	B9J08_001083
lcl|PEKT02000003.1_mrna_3238	B9J08_001084
lcl|PEKT02000003.1_mrna_3239	B9J08_001085
lcl|PEKT02000003.1_mrna_3240	B9J08_001086
lcl|PEKT02000003.1_mrna_3241	B9J08_001087
lcl|PEKT02000003.1_mrna_3242	B9J08_001088
lcl|PEKT02000003.1_mrna_3243	B9J08_001089
lcl|PEKT02000003.1_mrna_3244	B9J08_001090
lcl|PEKT02000003.1_mrna_3245	B9J08_001091
lcl|PEKT02000003.1_mrna_3246	B9J08_001092
lcl|PEKT02000003.1_mrna_3247	B9J08_001093
lcl|PEKT02000003.1_mrna_3248	B9J08_001094
lcl|PEKT02000003.1_mrna_3249	B9J08_001095
lcl|PEKT02000003.1_mrna_3250	B9J08_001096
lcl|PEKT02000003.1_trna_3251	B9J08_001097
lcl|PEKT02000003.1_mrna_3252	B9J08_001098
lcl|PEKT02000003.1_mrna_3253	B9J08_001099
lcl|PEKT02000003.1_mrna_3254	B9J08_001100
lcl|PEKT02000003.1_mrna_3255	B9J08_001101
lcl|PEKT02000003.1_mrna_3256	B9J08_001102
lcl|PEKT02000003.1_mrna_3257	B9J08_001103
lcl|PEKT02000003.1_mrna_3258	B9J08_001104
lcl|PEKT02000003.1_mrna_3259	B9J08_001105
lcl|PEKT02000003.1_mrna_3260	B9J08_001106
lcl|PEKT02000003.1_mrna_3261	B9J08_001107
lcl|PEKT02000003.1_mrna_3262	B9J08_001108
lcl|PEKT02000003.1_mrna_3263	B9J08_001109
lcl|PEKT02000003.1_mrna_3264	B9J08_001110
lcl|PEKT02000003.1_mrna_3265	B9J08_001111
lcl|PEKT02000003.1_mrna_3266	B9J08_001112
lcl|PEKT02000003.1_mrna_3267	B9J08_001113
lcl|PEKT02000003.1_mrna_3268	B9J08_001114
lcl|PEKT02000003.1_mrna_3269	B9J08_001115
lcl|PEKT02000003.1_mrna_3270	B9J08_001116
lcl|PEKT02000003.1_mrna_3271	B9J08_001117
lcl|PEKT02000003.1_mrna_3272	B9J08_001118
lcl|PEKT02000003.1_mrna_3273	B9J08_001119
lcl|PEKT02000003.1_mrna_3274	B9J08_001120
lcl|PEKT02000003.1_mrna_3275	B9J08_001121
lcl|PEKT02000003.1_mrna_3276	B9J08_001122
lcl|PEKT02000003.1_mrna_3277	B9J08_001123
lcl|PEKT02000003.1_mrna_3278	B9J08_001124
lcl|PEKT02000003.1_mrna_3279	B9J08_001125
lcl|PEKT02000003.1_mrna_3280	B9J08_001126
lcl|PEKT02000003.1_mrna_3281	B9J08_001127
lcl|PEKT02000003.1_mrna_3282	B9J08_001128
lcl|PEKT02000003.1_mrna_3283	B9J08_001129
lcl|PEKT02000003.1_mrna_3284	B9J08_001130
lcl|PEKT02000003.1_mrna_3285	B9J08_001131
lcl|PEKT02000003.1_mrna_3286	B9J08_001132
lcl|PEKT02000003.1_mrna_3287	B9J08_001133
lcl|PEKT02000003.1_mrna_3288	B9J08_001134
lcl|PEKT02000003.1_mrna_3289	B9J08_001135
lcl|PEKT02000003.1_mrna_3290	B9J08_001136
lcl|PEKT02000003.1_mrna_3291	B9J08_001137
lcl|PEKT02000003.1_mrna_3292	B9J08_001138
lcl|PEKT02000003.1_mrna_3293	B9J08_001139
lcl|PEKT02000003.1_mrna_3294	B9J08_001140
lcl|PEKT02000003.1_mrna_3295	B9J08_001141
lcl|PEKT02000003.1_mrna_3296	B9J08_001142
lcl|PEKT02000003.1_mrna_3297	B9J08_001143
lcl|PEKT02000003.1_mrna_3298	B9J08_001144
lcl|PEKT02000003.1_mrna_3299	B9J08_001145
lcl|PEKT02000003.1_mrna_3300	B9J08_001146
lcl|PEKT02000003.1_mrna_3301	B9J08_001147
lcl|PEKT02000003.1_mrna_3302	B9J08_001148
lcl|PEKT02000003.1_mrna_3303	B9J08_001149
lcl|PEKT02000003.1_mrna_3304	B9J08_001150
lcl|PEKT02000003.1_mrna_3305	B9J08_001151
lcl|PEKT02000003.1_mrna_3306	B9J08_001152
lcl|PEKT02000003.1_mrna_3307	B9J08_001153
lcl|PEKT02000003.1_trna_3308	B9J08_001154
lcl|PEKT02000003.1_mrna_3309	B9J08_001155
lcl|PEKT02000003.1_mrna_3310	B9J08_001156
lcl|PEKT02000003.1_mrna_3311	B9J08_001157
lcl|PEKT02000003.1_mrna_3312	B9J08_001158
lcl|PEKT02000003.1_mrna_3313	B9J08_001159
lcl|PEKT02000003.1_mrna_3314	B9J08_001160
lcl|PEKT02000003.1_mrna_3315	B9J08_001161
lcl|PEKT02000003.1_mrna_3316	B9J08_001162
lcl|PEKT02000003.1_mrna_3317	B9J08_001163
lcl|PEKT02000003.1_mrna_3318	B9J08_001164
lcl|PEKT02000003.1_mrna_3319	B9J08_001165
lcl|PEKT02000003.1_mrna_3320	B9J08_001166
lcl|PEKT02000003.1_mrna_3321	B9J08_001167
lcl|PEKT02000003.1_mrna_3322	B9J08_001168
lcl|PEKT02000003.1_mrna_3323	B9J08_001169
lcl|PEKT02000003.1_mrna_3324	B9J08_001170
lcl|PEKT02000003.1_mrna_3325	B9J08_001171
lcl|PEKT02000003.1_mrna_3326	B9J08_001172
lcl|PEKT02000003.1_mrna_3327	B9J08_001173
lcl|PEKT02000003.1_mrna_3328	B9J08_001174
lcl|PEKT02000003.1_mrna_3329	B9J08_001175
lcl|PEKT02000003.1_mrna_3330	B9J08_001176
lcl|PEKT02000003.1_mrna_3331	B9J08_001177
lcl|PEKT02000003.1_mrna_3332	B9J08_001178
lcl|PEKT02000003.1_mrna_3333	B9J08_001179
lcl|PEKT02000003.1_mrna_3334	B9J08_001180
lcl|PEKT02000003.1_mrna_3335	B9J08_001181
lcl|PEKT02000003.1_mrna_3336	B9J08_001182
lcl|PEKT02000003.1_mrna_3337	B9J08_001183
lcl|PEKT02000003.1_mrna_3338	B9J08_001184
lcl|PEKT02000003.1_mrna_3339	B9J08_001185
lcl|PEKT02000003.1_mrna_3340	B9J08_001186
lcl|PEKT02000003.1_mrna_3341	B9J08_001187
lcl|PEKT02000003.1_mrna_3342	B9J08_001188
lcl|PEKT02000003.1_mrna_3343	B9J08_001189
lcl|PEKT02000003.1_mrna_3344	B9J08_001190
lcl|PEKT02000003.1_mrna_3345	B9J08_001191
lcl|PEKT02000003.1_mrna_3346	B9J08_001192
lcl|PEKT02000003.1_mrna_3347	B9J08_001193
lcl|PEKT02000003.1_mrna_3348	B9J08_001194
lcl|PEKT02000003.1_mrna_3349	B9J08_001195
lcl|PEKT02000003.1_mrna_3350	B9J08_001196
lcl|PEKT02000003.1_mrna_3351	B9J08_001197
lcl|PEKT02000003.1_mrna_3352	B9J08_001198
lcl|PEKT02000003.1_mrna_3353	B9J08_001199
lcl|PEKT02000003.1_mrna_3354	B9J08_001200
lcl|PEKT02000003.1_mrna_3355	B9J08_001201
lcl|PEKT02000003.1_mrna_3356	B9J08_001202
lcl|PEKT02000003.1_mrna_3357	B9J08_001203
lcl|PEKT02000003.1_mrna_3358	B9J08_001204
lcl|PEKT02000003.1_mrna_3359	B9J08_001205
lcl|PEKT02000003.1_mrna_3360	B9J08_001206
lcl|PEKT02000003.1_mrna_3361	B9J08_001207
lcl|PEKT02000003.1_mrna_3362	B9J08_001208
lcl|PEKT02000003.1_mrna_3363	B9J08_001209
lcl|PEKT02000003.1_mrna_3364	B9J08_001210
lcl|PEKT02000003.1_mrna_3365	B9J08_001211
lcl|PEKT02000003.1_trna_3366	B9J08_001212
lcl|PEKT02000003.1_mrna_3367	B9J08_001213
lcl|PEKT02000003.1_mrna_3368	B9J08_001214
lcl|PEKT02000003.1_mrna_3369	B9J08_001215
lcl|PEKT02000003.1_mrna_3370	B9J08_001216
lcl|PEKT02000003.1_mrna_3371	B9J08_001217
lcl|PEKT02000003.1_mrna_3372	B9J08_001218
lcl|PEKT02000003.1_mrna_3373	B9J08_001219
lcl|PEKT02000003.1_mrna_3374	B9J08_001220
lcl|PEKT02000003.1_mrna_3375	B9J08_001221
lcl|PEKT02000003.1_mrna_3376	B9J08_001222
lcl|PEKT02000003.1_mrna_3377	B9J08_001223
lcl|PEKT02000003.1_mrna_3378	B9J08_001224
lcl|PEKT02000003.1_mrna_3379	B9J08_001225
lcl|PEKT02000003.1_mrna_3380	B9J08_001226
lcl|PEKT02000003.1_mrna_3381	B9J08_001227
lcl|PEKT02000003.1_mrna_3382	B9J08_001228
lcl|PEKT02000003.1_mrna_3383	B9J08_001229
lcl|PEKT02000003.1_mrna_3384	B9J08_001230
lcl|PEKT02000003.1_mrna_3385	B9J08_001231
lcl|PEKT02000003.1_mrna_3386	B9J08_001232
lcl|PEKT02000003.1_trna_3387	B9J08_001233
lcl|PEKT02000003.1_mrna_3388	B9J08_001234
lcl|PEKT02000003.1_mrna_3389	B9J08_001235
lcl|PEKT02000003.1_mrna_3390	B9J08_001236
lcl|PEKT02000003.1_mrna_3391	B9J08_001237
lcl|PEKT02000003.1_mrna_3392	B9J08_001238
lcl|PEKT02000003.1_mrna_3393	B9J08_001239
lcl|PEKT02000003.1_mrna_3394	B9J08_001240
lcl|PEKT02000003.1_mrna_3395	B9J08_001241
lcl|PEKT02000003.1_mrna_3396	B9J08_001242
lcl|PEKT02000003.1_mrna_3397	B9J08_001243
lcl|PEKT02000003.1_mrna_3398	B9J08_001244
lcl|PEKT02000003.1_mrna_3399	B9J08_001245
lcl|PEKT02000003.1_mrna_3400	B9J08_001246
lcl|PEKT02000003.1_mrna_3401	B9J08_001247
lcl|PEKT02000003.1_mrna_3402	B9J08_001248
lcl|PEKT02000003.1_mrna_3403	B9J08_001249
lcl|PEKT02000003.1_mrna_3404	B9J08_001250
lcl|PEKT02000003.1_mrna_3405	B9J08_001251
lcl|PEKT02000003.1_mrna_3406	B9J08_001252
lcl|PEKT02000003.1_mrna_3407	B9J08_001253
lcl|PEKT02000003.1_mrna_3408	B9J08_001254
lcl|PEKT02000003.1_mrna_3409	B9J08_001255
lcl|PEKT02000003.1_mrna_3410	B9J08_001256
lcl|PEKT02000003.1_mrna_3411	B9J08_001257
lcl|PEKT02000003.1_mrna_3412	B9J08_001258
lcl|PEKT02000003.1_mrna_3413	B9J08_001259
lcl|PEKT02000003.1_mrna_3414	B9J08_001260
lcl|PEKT02000003.1_mrna_3415	B9J08_001261
lcl|PEKT02000003.1_mrna_3416	B9J08_001262
lcl|PEKT02000003.1_mrna_3417	B9J08_001263
lcl|PEKT02000003.1_mrna_3418	B9J08_001264
lcl|PEKT02000003.1_mrna_3419	B9J08_001265
lcl|PEKT02000003.1_mrna_3420	B9J08_001266
lcl|PEKT02000003.1_mrna_3421	B9J08_001267
lcl|PEKT02000003.1_mrna_3422	B9J08_001268
lcl|PEKT02000003.1_mrna_3423	B9J08_001269
lcl|PEKT02000003.1_mrna_3424	B9J08_001270
lcl|PEKT02000003.1_mrna_3425	B9J08_001271
lcl|PEKT02000003.1_mrna_3426	B9J08_001272
